"InvEventFK","newtaxa","InvCount.sum"
"CBay13_0029","Palmacorixa nana",1
"CBay13_0029","Physa",1
"CBay13_0029","Pisidium fallax",52
"CBay13_0029","Pisidium nitidum",1
"CBay13_0029","Stictochironomus",35
"CBay13_0029","Tanytarsus",1
"CBay13_0029","Uncinais uncinata",7
"CBay13_0030","Bythotrephes longimanus",1
"CBay13_0030","Diporeia",248
"CBay13_0030","Enchytraeidae",1
"CBay13_0030","Heterotrissocladius marcidus group",5
"CBay13_0030","Limnodrilus hoffmeisteri",20
"CBay13_0030","Manayunkia speciosa",1
"CBay13_0030","Nematoda",13
"CBay13_0030","Pisidium fallax",95
"CBay13_0030","Platyhelminthes",1
"CBay13_0030","Protanypus",3
"CBay13_0030","Stictochironomus",1
"CBay13_0030","Tubificinae With setal hair chaeta",2
"CBay13_0031","Amnicola limosa",70
"CBay13_0031","Caenis hilaris",20
"CBay13_0031","Ceraclea",2
"CBay13_0031","Cincinnatia cincinnatiensis",5
"CBay13_0031","Cryptochironomus",3
"CBay13_0031","Gammarus fasciatus",28
"CBay13_0031","Gyraulus parvus",2
"CBay13_0031","Helobdella stagnalis",4
"CBay13_0031","Hyalella",18
"CBay13_0031","Lebertia",3
"CBay13_0031","Limnesia",10
"CBay13_0031","Limnodrilus hoffmeisteri",151
"CBay13_0031","Parachironomus tenuicaudatus complex",23
"CBay13_0031","Physa",3
"CBay13_0031","Piona",3
"CBay13_0031","Pisidium fallax",66
"CBay13_0031","Pisidium nitidum f. pauperculum",1
"CBay13_0031","Platyhelminthes",3
"CBay13_0031","Sparbarus lacustris",1
"CBay13_0031","Sphaerium striatinum",12
"CBay13_0031","Stictochironomus",1
"CBay13_0031","Tanytarsus",3
"CBay13_0031","Tricorythodes",4
"CBay13_0032","Amnicola limosa",14
"CBay13_0032","Caenis hilaris",9
"CBay13_0032","Cincinnatia cincinnatiensis",2
"CBay13_0032","Cladotanytarsus mancus group",4
"CBay13_0032","Crassiclitellata",2
"CBay13_0032","Cryptochironomus",1
"CBay13_0032","Gammarus fasciatus",5
"CBay13_0032","Lebertia",2
"CBay13_0032","Limnesia",1
"CBay13_0032","Limnodrilus hoffmeisteri",42
"CBay13_0032","Manayunkia speciosa",3
"CBay13_0032","Parachironomus tenuicaudatus complex",1
"CBay13_0032","Phylocentropus placidus",1
"CBay13_0032","Pisidium amnicum",3
"CBay13_0032","Pisidium casertanum",1
"CBay13_0032","Pisidium dubium",79
"CBay13_0032","Pisidium fallax",7
"CBay13_0032","Pisidium idahoense",1
"CBay13_0032","Pisidium nitidum f. pauperculum",2
"CBay13_0032","Pisidium variabile",1
"CBay13_0032","Polypedilum scalaenum group",5
"CBay13_0032","Probezzia",1
"CBay13_0032","Sparbarus lacustris",1
"CBay13_0032","Sphaerium striatinum",6
"CBay13_0032","Stylodrilus heringianus",2
"CBay13_0032","Tanytarsus",1
"CBay13_0033","Ablabesmyia annulata",3
"CBay13_0033","Amnicola limosa",20
"CBay13_0033","Caenis hilaris",1
"CBay13_0033","Campeloma decisum",1
"CBay13_0033","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_0033","Crassiclitellata",1
"CBay13_0033","Cryptochironomus",12
"CBay13_0033","Enchytraeidae",2
"CBay13_0033","Endochironomus",1
"CBay13_0033","Gammarus fasciatus",8
"CBay13_0033","Hyalella",1
"CBay13_0033","Hygrobates",1
"CBay13_0033","Lebertia",4
"CBay13_0033","Limnodrilus hoffmeisteri",4
"CBay13_0033","Lymnaea",2
"CBay13_0033","Nematoda",4
"CBay13_0033","Oecetis nocturna",3
"CBay13_0033","Parachironomus tenuicaudatus complex",1
"CBay13_0033","Physa",5
"CBay13_0033","Piguetiella michiganensis",5
"CBay13_0033","Piona",2
"CBay13_0033","Pisidium lilljeborgi",11
"CBay13_0033","Pseudochironomus",18
"CBay13_0033","Sphaerium striatinum",8
"CBay13_0033","Stictochironomus",1
"CBay13_0033","Stylaria lacustris",24
"CBay13_0033","Tubificinae With setal hair chaeta",9
"CBay13_0034","Amnicola limosa",3
"CBay13_0034","Bythotrephes longimanus",1
"CBay13_0034","Cincinnatia cincinnatiensis",41
"CBay13_0034","Cryptochironomus",1
"CBay13_0034","Gammarus fasciatus",7
"CBay13_0034","Gyraulus parvus",1
"CBay13_0034","Musculium transversum",3
"CBay13_0034","Pisidium fallax",102
"CBay13_0034","Polypedilum scalaenum group",4
"CBay13_0034","Spirosperma ferox",3
"CBay13_0034","Valvata tricarinata",2
"CBay13_0035","Arcteonais lomondi",1
"CBay13_0035","Cladotanytarsus mancus group",56
"CBay13_0035","Cladotanytarsus vanderwulpi group Sp. 2",1
"CBay13_0035","Cladotanytarsus vanderwulpi group sp. 3",5
"CBay13_0035","Cryptochironomus",1
"CBay13_0035","Gammarus fasciatus",5
"CBay13_0035","Hygrobates",2
"CBay13_0035","Limnesia",1
"CBay13_0035","Lymnaea",1
"CBay13_0035","Nais variabilis",6
"CBay13_0035","Nematoda",2
"CBay13_0035","Paracladopelma",1
"CBay13_0035","Piguetiella michiganensis",4
"CBay13_0035","Polypedilum halterale group",4
"CBay13_0035","Polypedilum scalaenum group",3
"CBay13_0035","Pristina",1
"CBay13_0035","Robackia demeijerei",2
"CBay13_0035","Stictochironomus",12
"CBay13_0035","Tanytarsus",1
"CBay13_0035","Uncinais uncinata",3
"CBay13_0037","Amnicola limosa",2
"CBay13_0037","Arcteonais lomondi",11
"CBay13_0037","Aulodrilus americanus",7
"CBay13_0037","Caenis hilaris",2
"CBay13_0037","Campeloma decisum",7
"CBay13_0037","Cladotanytarsus mancus group",5
"CBay13_0037","Cladotanytarsus Species Group B",1
"CBay13_0037","Crassiclitellata",1
"CBay13_0037","Ephemera simulans",1
"CBay13_0037","Gammarus fasciatus",25
"CBay13_0037","Gyraulus parvus",1
"CBay13_0037","Hyalella",47
"CBay13_0037","Lymnaea",12
"CBay13_0037","Manayunkia speciosa",161
"CBay13_0037","Molanna flavicornis",1
"CBay13_0037","Musculium partumeium",1
"CBay13_0037","Nematoda",11
"CBay13_0037","Oecetis nocturna",7
"CBay13_0037","Pisidium amnicum",46
"CBay13_0037","Polypedilum scalaenum group",7
"CBay13_0037","Procladius",3
"CBay13_0037","Spirosperma ferox",45
"CBay13_0037","Stempellinella",1
"CBay13_0037","Stictochironomus",1
"CBay13_0037","Stylaria lacustris",91
"CBay13_0037","Tanytarsus",6
"CBay13_0037","Valvata tricarinata",10
"CBay13_0038","Arcteonais lomondi",1
"CBay13_0038","Bythotrephes longimanus",2
"CBay13_0038","Cryptochironomus",1
"CBay13_0038","Diporeia",205
"CBay13_0038","Harnischia",1
"CBay13_0038","Heterotrissocladius marcidus group",1
"CBay13_0038","Limnodrilus hoffmeisteri",49
"CBay13_0038","Nematoda",13
"CBay13_0038","Paracladopelma",1
"CBay13_0038","Piona",2
"CBay13_0038","Pisidium walkeri",62
"CBay13_0038","Procladius",7
"CBay13_0038","Protanypus",2
"CBay13_0038","Spirosperma ferox",126
"CBay13_0038","Stempellinella",1
"CBay13_0038","Tubificinae With setal hair chaeta",1
"CBay13_0039","Ablabesmyia annulata",2
"CBay13_0039","Aulodrilus americanus",3
"CBay13_0039","Bythotrephes longimanus",8
"CBay13_0039","Caecidotea racovitzai",6
"CBay13_0039","Cryptotendipes",2
"CBay13_0039","Demicryptochironomus",2
"CBay13_0039","Diporeia",123
"CBay13_0039","Gammarus fasciatus",1
"CBay13_0039","Heterotrissocladius marcidus group",6
"CBay13_0039","Hexagenia limbata",14
"CBay13_0039","Hyalella",2
"CBay13_0039","Limnesia",5
"CBay13_0039","Manayunkia speciosa",10
"CBay13_0039","Mystacides sepulchralis",1
"CBay13_0039","Nematoda",19
"CBay13_0039","Palmacorixa gillettei",1
"CBay13_0039","Paracladopelma",1
"CBay13_0039","Parakiefferiella",1
"CBay13_0039","Paralauterborniella nigrohalterale",2
"CBay13_0039","Pisidium ferrugineum",2
"CBay13_0039","Pisidium lilljeborgi",45
"CBay13_0039","Procladius",12
"CBay13_0039","Protanypus",2
"CBay13_0039","Sphaerium striatinum",1
"CBay13_0039","Spirosperma ferox",104
"CBay13_0039","Tanytarsus",2
"CBay13_0039","Valvata lewisi",1
"CBay13_0039","Valvata tricarinata",1
"CBay13_0040","Bythotrephes longimanus",2
"CBay13_0040","Diporeia",201
"CBay13_0040","Enchytraeidae",2
"CBay13_0040","Heterotrissocladius marcidus group",2
"CBay13_0040","Limnodrilus hoffmeisteri",17
"CBay13_0040","Nematoda",2
"CBay13_0040","Pisidium lilljeborgi f. cristatum",1
"CBay13_0040","Pisidium nitidum f. pauperculum",78
"CBay13_0040","Procladius",3
"CBay13_0040","Protanypus",2
"CBay13_0040","Spirosperma ferox",38
"CBay13_0040","Stempellinella",3
"CBay13_0040","Stylodrilus heringianus",21
"CBay13_0040","Tubificinae With setal hair chaeta",1
"CBay13_0041","Enchytraeidae",4
"CBay13_0041","Gammarus fasciatus",1
"CBay13_0041","Polypedilum halterale group",1
"CBay13_0041","Robackia demeijerei",11
"CBay13_0041","Sphaerium striatinum",2
"CBay13_0041","Stictochironomus",3
"CBay13_0042","Amnicola limosa",7
"CBay13_0042","Arcteonais lomondi",3
"CBay13_0042","Aulodrilus americanus",26
"CBay13_0042","Cladotanytarsus mancus group",4
"CBay13_0042","Cryptochironomus",7
"CBay13_0042","Gammarus fasciatus",46
"CBay13_0042","Hexagenia limbata",3
"CBay13_0042","Hyalella",1
"CBay13_0042","Hydra",2
"CBay13_0042","Lirceus",1
"CBay13_0042","Manayunkia speciosa",55
"CBay13_0042","Nematoda",13
"CBay13_0042","Oecetis nocturna",1
"CBay13_0042","Pagastiella",1
"CBay13_0042","Pisidium nitidum",71
"CBay13_0042","Platyhelminthes",2
"CBay13_0042","Polypedilum scalaenum group",1
"CBay13_0042","Procladius",1
"CBay13_0042","Pseudochironomus",1
"CBay13_0042","Sphaerium striatinum",4
"CBay13_0042","Spirosperma ferox",31
"CBay13_0042","Stictochironomus",2
"CBay13_0042","Stylaria lacustris",6
"CBay13_0042","Tanytarsus",2
"CBay13_0042","Uncinais uncinata",1
"CBay13_0042","Unionicola",1
"CBay13_0044","Caecidotea racovitzai",2
"CBay13_0044","Diporeia",137
"CBay13_0044","Harnischia",1
"CBay13_0044","Helobdella stagnalis",1
"CBay13_0044","Heterotrissocladius marcidus group",3
"CBay13_0044","Hygrobates",2
"CBay13_0044","Limnodrilus hoffmeisteri",6
"CBay13_0044","Manayunkia speciosa",1
"CBay13_0044","Nematoda",2
"CBay13_0044","Parakiefferiella",2
"CBay13_0044","Pisidium fallax",15
"CBay13_0044","Procladius",17
"CBay13_0044","Spirosperma ferox",19
"CBay13_0044","Tanytarsus",1
"CBay13_0045","Amnicola limosa",218
"CBay13_0045","Arcteonais lomondi",1
"CBay13_0045","Caenis hilaris",22
"CBay13_0045","Campeloma decisum",3
"CBay13_0045","Cladotanytarsus mancus group",3
"CBay13_0045","Cladotanytarsus vanderwulpi group sp. 3",1
"CBay13_0045","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_0045","Cryptochironomus",10
"CBay13_0045","Dicrotendipes",1
"CBay13_0045","Enchytraeidae",1
"CBay13_0045","Gammarus fasciatus",45
"CBay13_0045","Gyraulus parvus",2
"CBay13_0045","Helisoma anceps",3
"CBay13_0045","Hydra",1
"CBay13_0045","Hygrobates",2
"CBay13_0045","Lebertia",1
"CBay13_0045","Limnodrilus hoffmeisteri",22
"CBay13_0045","Lymnaea",2
"CBay13_0045","Manayunkia speciosa",1
"CBay13_0045","Microtendipes pedellus group",1
"CBay13_0045","Molanna flavicornis",3
"CBay13_0045","Mystacides sepulchralis",9
"CBay13_0045","Nais variabilis",126
"CBay13_0045","Nematoda",4
"CBay13_0045","Oecetis nocturna",7
"CBay13_0045","Palmacorixa gillettei",3
"CBay13_0045","Physa",4
"CBay13_0045","Pisidium conventus",1
"CBay13_0045","Pisidium fallax",257
"CBay13_0045","Pisidium variabile",5
"CBay13_0045","Platyhelminthes",14
"CBay13_0045","Potthastia longimana",1
"CBay13_0045","Procladius",1
"CBay13_0045","Sphaerium striatinum",28
"CBay13_0045","Stempellinella",1
"CBay13_0045","Stictochironomus",11
"CBay13_0045","Stylaria lacustris",2
"CBay13_0045","Tanytarsus",5
"CBay13_0045","Tubificinae With setal hair chaeta",1
"CBay13_0045","Uncinais uncinata",8
"CBay13_0045","Valvata tricarinata",8
"CBay13_0046","Bythotrephes longimanus",2
"CBay13_0046","Diporeia",190
"CBay13_0046","Heterotrissocladius subpilosus group",4
"CBay13_0046","Limnodrilus hoffmeisteri",117
"CBay13_0046","Nematoda",47
"CBay13_0046","Pisidium fallax",118
"CBay13_0046","Procladius",1
"CBay13_0046","Protanypus",2
"CBay13_0046","Spirosperma ferox",2
"CBay13_0046","Tubificinae With setal hair chaeta",1
"CBay13_0047","Ablabesmyia annulata",1
"CBay13_0047","Amnicola limosa",2
"CBay13_0047","Bythotrephes longimanus",2
"CBay13_0047","Caecidotea racovitzai",10
"CBay13_0047","Cryptotendipes",5
"CBay13_0047","Dicrotendipes",1
"CBay13_0047","Diporeia",74
"CBay13_0047","Harnischia",8
"CBay13_0047","Heterotrissocladius marcidus group",3
"CBay13_0047","Hexagenia limbata",3
"CBay13_0047","Limnodrilus hoffmeisteri",12
"CBay13_0047","Manayunkia speciosa",3
"CBay13_0047","Musculium transversum",3
"CBay13_0047","Nematoda",35
"CBay13_0047","Pagastiella",3
"CBay13_0047","Paralauterborniella nigrohalterale",1
"CBay13_0047","Pisidium idahoense",14
"CBay13_0047","Polypedilum halterale group",2
"CBay13_0047","Probezzia",4
"CBay13_0047","Procladius",55
"CBay13_0047","Sphaerium striatinum",3
"CBay13_0047","Spirosperma ferox",236
"CBay13_0047","Stempellinella",4
"CBay13_0047","Tanytarsus",2
"CBay13_0047","Valvata lewisi",2
"CBay13_0048","Ablabesmyia annulata",1
"CBay13_0048","Amnicola limosa",26
"CBay13_0048","Arcteonais lomondi",5
"CBay13_0048","Caenis hilaris",3
"CBay13_0048","Chironomus",2
"CBay13_0048","Cincinnatia cincinnatiensis",3
"CBay13_0048","Cladotanytarsus mancus group",4
"CBay13_0048","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_0048","Erpobdellidae",3
"CBay13_0048","Gammarus fasciatus",6
"CBay13_0048","Helobdella stagnalis",3
"CBay13_0048","Hexagenia limbata",4
"CBay13_0048","Limnodrilus hoffmeisteri",31
"CBay13_0048","Manayunkia speciosa",5
"CBay13_0048","Mideopsis",1
"CBay13_0048","Molanna flavicornis",2
"CBay13_0048","Musculium transversum",1
"CBay13_0048","Nematoda",60
"CBay13_0048","Phylocentropus placidus",2
"CBay13_0048","Physa",2
"CBay13_0048","Pisidium dubium",86
"CBay13_0048","Procladius",2
"CBay13_0048","Sparbarus lacustris",2
"CBay13_0048","Sphaerium striatinum",1
"CBay13_0048","Spirosperma ferox",13
"CBay13_0048","Stempellinella",2
"CBay13_0048","Stictochironomus",1
"CBay13_0048","Stylaria lacustris",5
"CBay13_0048","Tanytarsus",14
"CBay13_0048","Tubificinae With setal hair chaeta",1
"CBay13_0048","Uncinais uncinata",3
"CBay13_0048","Unionicola",2
"CBay13_0048","Valvata tricarinata",9
"CBay13_0049","Ablabesmyia annulata",1
"CBay13_0049","Amnicola limosa",1
"CBay13_0049","Chironomus",1
"CBay13_0049","Cincinnatia cincinnatiensis",1
"CBay13_0049","Diporeia",4
"CBay13_0049","Epoicocladius flavens",1
"CBay13_0049","Gammarus fasciatus",2
"CBay13_0049","Heterotrissocladius marcidus group",3
"CBay13_0049","Hexagenia limbata",12
"CBay13_0049","Limnodrilus hoffmeisteri",1
"CBay13_0049","Manayunkia speciosa",18
"CBay13_0049","Nematoda",14
"CBay13_0049","Pagastiella",2
"CBay13_0049","Paracladopelma",3
"CBay13_0049","Pisidium henslowanum",1
"CBay13_0049","Pisidium lilljeborgi f. cristatum",1
"CBay13_0049","Pisidium nitidum f. pauperculum",21
"CBay13_0049","Polypedilum scalaenum group",1
"CBay13_0049","Probezzia",1
"CBay13_0049","Procladius",64
"CBay13_0049","Sphaerium striatinum",2
"CBay13_0049","Spirosperma ferox",17
"CBay13_0049","Stempellinella",1
"CBay13_0049","Stylaria lacustris",1
"CBay13_0049","Tanytarsus",12
"CBay13_0049","Valvata lewisi",2
"CBay13_0050","Amnicola limosa",78
"CBay13_0050","Arcteonais lomondi",13
"CBay13_0050","Cincinnatia cincinnatiensis",5
"CBay13_0050","Cladotanytarsus mancus group",2
"CBay13_0050","Cryptochironomus",1
"CBay13_0050","Diporeia",5
"CBay13_0050","Gammarus fasciatus",4
"CBay13_0050","Gyraulus parvus",1
"CBay13_0050","Heterotrissocladius marcidus group",3
"CBay13_0050","Hydra",89
"CBay13_0050","Limnodrilus hoffmeisteri",19
"CBay13_0050","Manayunkia speciosa",25
"CBay13_0050","Molanna flavicornis",5
"CBay13_0050","Musculium transversum",1
"CBay13_0050","Mystacides interjectus",1
"CBay13_0050","Nematoda",3
"CBay13_0050","Parachironomus tenuicaudatus complex",18
"CBay13_0050","Pisidium fallax",89
"CBay13_0050","Polypedilum scalaenum group",6
"CBay13_0050","Potthastia longimana",1
"CBay13_0050","Procladius",9
"CBay13_0050","Sphaerium striatinum",2
"CBay13_0050","Spirosperma ferox",27
"CBay13_0050","Stempellinella",1
"CBay13_0050","Stylaria lacustris",18
"CBay13_0050","Tanytarsus",16
"CBay13_0050","Valvata tricarinata",2
"CBay13_0051","Arcteonais lomondi",5
"CBay13_0051","Bythotrephes longimanus",4
"CBay13_0051","Caecidotea racovitzai",58
"CBay13_0051","Cladotanytarsus mancus group",1
"CBay13_0051","Crassiclitellata",1
"CBay13_0051","Cryptochironomus",3
"CBay13_0051","Cryptotendipes",2
"CBay13_0051","Diporeia",4
"CBay13_0051","Gammarus fasciatus",27
"CBay13_0051","Heterotrissocladius marcidus group",18
"CBay13_0051","Hexagenia limbata",1
"CBay13_0051","Hyalella",2
"CBay13_0051","Limnodrilus hoffmeisteri",1
"CBay13_0051","Manayunkia speciosa",91
"CBay13_0051","Musculium transversum",1
"CBay13_0051","Nematoda",15
"CBay13_0051","Paracladopelma",1
"CBay13_0051","Piona",1
"CBay13_0051","Polypedilum scalaenum group",1
"CBay13_0051","Procladius",25
"CBay13_0051","Sphaerium striatinum",49
"CBay13_0051","Spirosperma ferox",238
"CBay13_0051","Stictochironomus",1
"CBay13_0051","Stylaria lacustris",1
"CBay13_0051","Tanytarsus",33
"CBay13_0052","Amnicola limosa",17
"CBay13_0052","Aulodrilus americanus",15
"CBay13_0052","Bythotrephes longimanus",5
"CBay13_0052","Caecidotea racovitzai",61
"CBay13_0052","Cryptochironomus",1
"CBay13_0052","Enchytraeidae",2
"CBay13_0052","Gammarus fasciatus",13
"CBay13_0052","Glyptotendipes",1
"CBay13_0052","Gyraulus parvus",7
"CBay13_0052","Limnodrilus cervix",59
"CBay13_0052","Limnodrilus hoffmeisteri",1
"CBay13_0052","Manayunkia speciosa",61
"CBay13_0052","Mideopsis",3
"CBay13_0052","Nematoda",81
"CBay13_0052","Pagastiella",5
"CBay13_0052","Paracladopelma",1
"CBay13_0052","Phylocentropus placidus",2
"CBay13_0052","Physa",10
"CBay13_0052","Pisidium henslowanum",202
"CBay13_0052","Pisidium lilljeborgi f. cristatum",1
"CBay13_0052","Pisidium walkeri",1
"CBay13_0052","Platyhelminthes",7
"CBay13_0052","Polypedilum halterale group",1
"CBay13_0052","Probythinella lacustris",1
"CBay13_0052","Procladius",16
"CBay13_0052","Sisyra nigra/vicaria",1
"CBay13_0052","Sphaerium striatinum",2
"CBay13_0052","Spirosperma ferox",17
"CBay13_0052","Stylaria lacustris",1
"CBay13_0052","Tanytarsus",2
"CBay13_0052","Tubificinae With setal hair chaeta",6
"CBay13_0052","Valvata lewisi",4
"CBay13_0052","Valvata tricarinata",2
"CBay13_0052","Xenochironomus xenolabis",4
"CBay13_0053","Ablabesmyia annulata",1
"CBay13_0053","Amnicola limosa",25
"CBay13_0053","Caenis hilaris",34
"CBay13_0053","Cladotanytarsus mancus group",5
"CBay13_0053","Cladotanytarsus vanderwulpi group Sp. 3",80
"CBay13_0053","Coenagrionidae",2
"CBay13_0053","Cricotopus annulator complex",1
"CBay13_0053","Cryptochironomus",4
"CBay13_0053","Ephemera simulans",9
"CBay13_0053","Gyraulus parvus",43
"CBay13_0053","Helicopsyche borealis",3
"CBay13_0053","Limnodrilus hoffmeisteri",6
"CBay13_0053","Manayunkia speciosa",1507
"CBay13_0053","Nais variabilis",4
"CBay13_0053","Nematoda",97
"CBay13_0053","Oecetis nocturna",10
"CBay13_0053","Pisidium fallax",2
"CBay13_0053","Pisidium lilljeborgi f. cristatum",120
"CBay13_0053","Pisidium nitidum f. pauperculum",4
"CBay13_0053","Polypedilum scalaenum group",3
"CBay13_0053","Pseudochironomus",1
"CBay13_0053","Sparbarus maculatus",39
"CBay13_0053","Sphaerium striatinum",6
"CBay13_0053","Spirosperma ferox",62
"CBay13_0053","Stictochironomus",44
"CBay13_0053","Stylaria lacustris",7
"CBay13_0053","Tanytarsus",8
"CBay13_0053","Tubificinae With setal hair chaeta",1
"CBay13_0053","Valvata tricarinata",1
"CBay13_0054","Amnicola limosa",2
"CBay13_0054","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_0054","Cryptochironomus",1
"CBay13_0054","Gammarus fasciatus",2
"CBay13_0054","Hydra",1
"CBay13_0054","Lebertia",1
"CBay13_0054","Mystacides sepulchralis",7
"CBay13_0054","Nais variabilis",4
"CBay13_0054","Palmacorixa gillettei",2
"CBay13_0054","Robackia demeijerei",10
"CBay13_0054","Sphaerium striatinum",11
"CBay13_0054","Stictochironomus",1
"CBay13_0055","Ablabesmyia annulata",1
"CBay13_0055","Bythotrephes longimanus",4
"CBay13_0055","Caecidotea racovitzai",2
"CBay13_0055","Cladotanytarsus mancus group",1
"CBay13_0055","Demicryptochironomus",1
"CBay13_0055","Diporeia",115
"CBay13_0055","Harnischia",2
"CBay13_0055","Heterotrissocladius marcidus group",4
"CBay13_0055","Hexagenia limbata",2
"CBay13_0055","Limnodrilus hoffmeisteri",2
"CBay13_0055","Nematoda",2
"CBay13_0055","Parakiefferiella",1
"CBay13_0055","Pisidium casertanum",2
"CBay13_0055","Pisidium nitidum f. pauperculum",48
"CBay13_0055","Polypedilum halterale group",4
"CBay13_0055","Procladius",6
"CBay13_0055","Protanypus",2
"CBay13_0055","Sphaerium striatinum",2
"CBay13_0055","Spirosperma ferox",31
"CBay13_0055","Valvata lewisi",5
"CBay13_0056","Amnicola limosa",1
"CBay13_0056","Bythotrephes longimanus",3
"CBay13_0056","Caecidotea racovitzai",1
"CBay13_0056","Cincinnatia cincinnatiensis",2
"CBay13_0056","Diporeia",57
"CBay13_0056","Harnischia",1
"CBay13_0056","Helobdella stagnalis",1
"CBay13_0056","Limnodrilus hoffmeisteri",9
"CBay13_0056","Manayunkia speciosa",15
"CBay13_0056","Musculium transversum",1
"CBay13_0056","Nematoda",30
"CBay13_0056","Pagastiella",1
"CBay13_0056","Pisidium nitidum",1
"CBay13_0056","Pisidium walkeri",4
"CBay13_0056","Polypedilum halterale group",2
